,tSNE_1,tSNE_2
1001701101_D4,14.0096132053045,-23.816994829245
1001701101_D5,-23.5528945840263,8.70936858262979
1001701101_D6,-7.08824525990291,-8.11606414037543
1001701101_D8,7.65252455133878,-41.8888716125787
1001701101_D9,-4.87935363392223,1.68366190541031
1001701101_D13,-10.4713207635522,0.83785676130179
1001701101_D14,-21.4283308887396,22.1836390510062
1001701101_D15,-8.77931384909733,27.3964679045874
1001701101_D16,-16.9548396323891,13.5385011806407
1001701101_D18,13.9115365576328,-25.0202543819994
1001701101_D19,20.8078795750797,-42.5877910596041
1001701101_D20,-11.9955832016844,-0.362737426718963
1001701101_D21,-6.00593904130772,-4.53924837392413
1001701101_D22,12.7210689502203,-28.9078876643448
1001701101_D23,-11.0291650855668,-4.29671425041511
1001701101_E1,3.15572263086912,-51.269585188273
1001701101_E2,-16.1135273057109,18.7935521338821
1001701101_E3,22.9384087561199,-40.1421990037287
1001701101_E4,4.62615548456097,-30.8658954474242
1001701101_E5,6.01805708548657,-57.8171692077298
1001701101_E6,16.0633588798465,-39.5584277879046
1001701101_E7,9.09541673984161,-60.4962749996453
1001701101_E9,-9.61066097561008,25.9131736994016
1001701101_E10,-7.49570765094161,29.8127471938791
1001701101_E11,-15.2274686557541,7.27772489721858
1001701101_E13,-12.9748965345297,15.9191497744502
1001701101_E14,-23.4826376349323,43.0658732715231
1001701101_E17,-7.57106005908166,3.58442311744445
1001701101_E18,-17.4793329583952,39.148110454025
1001701101_E20,5.5030430861581,-50.750510381223
1001701101_E21,-8.53135049542288,-11.3825908203382
1001701101_E23,-14.6479036297273,-6.102656713485
1001701101_F1,2.18553369209112,-36.1182324718741
1001701101_F2,23.3570734871158,-38.4350557541537
1001701101_F3,-4.7793469094167,-18.11638882255
1001701101_F4,9.34047635532968,-40.6225281865194
1001701101_F5,9.66691806391393,-42.01533908841
1001701101_F6,12.7575863672036,-36.4085207293413
1001701101_F7,-17.6149467031166,39.1032546464814
1001701101_F8,-8.30780453981989,10.793437474139
1001701101_F10,-17.6185501288008,13.7458303888496
1001701101_F11,-19.4954560753259,25.0734579518739
1001701101_F12,-22.4018972365575,14.9800497355821
1001701101_F13,-20.7985823670216,36.9276781170147
1001701101_F14,-26.3201871643123,19.1843522662014
1001701101_F15,-30.2383639668262,21.8265309802816
1001701101_F16,-16.5392154383383,19.0941150629498
1001701101_F17,1.23568121289131,-18.6833370360696
1001701101_F18,-8.83059562259125,-14.2553760129679
1001701101_F19,8.16276933959428,-58.7245703187628
1001701101_F20,13.8335992325678,-25.2914126924093
1001701101_F21,6.40095096668633,-23.8086383595036
1001701101_F22,8.59170513089584,-53.5810559010238
1001701101_F23,-6.70988667598041,2.84597087922072
1001701101_G1,15.7438950971965,-42.5218999537864
1001701101_G2,16.1074539969323,-39.7294030565496
1001701101_G3,-17.2494198488677,13.3104099686599
1001701101_G4,-15.2929779706752,7.25743320649016
1001701101_G5,3.66937812518451,-38.5947272114684
1001701101_G7,11.6303207367744,-26.2058939038534
1001701101_G8,9.06416375248993,-60.7122503569143
1001701101_G12,-18.25027132334,22.9774379951722
1001701101_G15,-14.4191433446258,33.0787821513799
1001701101_G17,-16.3036526041783,-3.59058222469388
1001701101_G18,10.5413797008547,-29.5366363702334
1001701101_G19,9.79169794164435,-11.7482964642921
1001701101_G20,15.4003525558995,-54.1297191759989
1001701101_G21,-12.3440560439526,-11.7440283294524
1001701101_H1,-8.69303143398658,7.05556011779342
1001701101_H3,-29.1819340656263,42.108174042051
1001701101_H4,-10.1270572597156,-5.89190705770637
1001701101_H5,9.15030990724905,-49.3517810908166
1001701101_H7,6.23813643834266,-19.9245295087559
1001701101_H8,7.47821743635,-42.1996581282252
1001701101_H9,-29.242874315502,24.8697120212142
1001701101_H10,-17.7561090092872,19.9341386854321
1001701101_H13,-23.5004935620696,8.94070589997494
1001701101_H15,-16.6496778831173,40.1505521146436
1001701101_H17,0.303841930487115,-23.0842213689357
1001701101_H18,-2.8538713962586,-7.94177747430207
1001701101_H19,7.55817074411436,-15.3664115792635
1001701101_H20,9.25907127979524,-27.1625632334102
1001701101_H21,3.59934931061282,-34.7444715800648
1001701101_H23,-13.6073823492914,1.0327638673123
1001701101_I1,2.80157164669542,-46.8875833534589
1001701101_I2,17.2875526298982,-57.1723247886268
1001701101_I4,7.60441644015724,-55.4107990216081
1001701101_I6,22.187861745158,-40.5442825834562
1001701101_I12,-33.3335395733974,40.1537984322883
1001701101_I15,-6.31911423481788,28.9372993177708
1001701101_I16,-1.12568902434,-17.6730213686688
1001701101_I17,6.25552817728274,-41.1163982120063
1001701101_I19,-13.6508828446773,6.51750651644281
1001701101_I20,3.08295389162989,-14.2315178221628
1001701101_I21,3.41550281374065,-37.6121275660642
1001701101_I22,-16.2638001374165,8.22741236551309
1001701101_I23,-4.89015062279047,-3.70590655146842
1001701101_J1,-8.12737991072652,-15.6395454306054
1001701101_J2,3.44196702148672,-34.61350835257
1001701101_J3,13.8460614944575,-23.4846595994609
1001701101_J4,-6.09745563105343,28.8497325829626
1001701101_J5,14.3605538387485,-25.938264278561
1001701101_J6,1.26144340074126,-36.3627249713332
1001701101_J7,14.1335772971209,-26.4467369922639
1001701101_J8,14.923137362807,-49.4797847023834
1001701101_J9,-24.8603479561603,30.0224011484719
1001701101_J15,-22.1252805327058,37.087481531406
1001701101_J19,22.6986399219989,-41.9291744523919
1001701101_J20,-12.3824065539694,-1.49094924347819
1001701101_J22,-6.63997955443625,1.36619376821791
1001701101_J23,3.06779853443966,-54.8779712107517
1001701101_K1,23.65005445093,-38.7239348687494
1001701101_K2,23.0635624398476,-39.9537480442526
1001701101_K3,3.13241523132663,-54.8419592844344
1001701101_K4,15.3055165419024,-54.2877990483779
1001701101_K5,8.03780709964153,-16.8722209898467
1001701101_K6,-26.7830693438818,24.5660669040644
1001701101_K7,4.76244425081841,-17.4175017422033
1001701101_K8,7.65356691235683,-18.5334696822915
1001701101_K11,-19.650614262211,10.8968540713423
1001701101_K14,-20.656783336865,20.9419703048152
1001701101_K15,-21.7563967775905,39.9771140530641
1001701101_K19,-5.28616939881905,0.237387815495503
1001701101_K20,-9.34628783801291,29.2284745752727
1001701101_K21,-11.1617285850974,-6.69625487161615
1001701101_K22,-27.6221183782744,17.0266875378195
1001701101_K23,-13.7253251277506,6.67082989883518
1001701101_L1,-5.51965703987121,-17.0217909764388
1001701101_L2,2.70286430737686,-38.7604763010665
1001701101_L3,14.827212294907,-26.7790868717333
1001701101_L4,7.46696231605467,-18.2180081782955
1001701101_L5,10.3168463427653,-43.5808385809035
1001701101_L6,19.1749065046017,-33.7317083008432
1001701101_L7,6.68891520176005,-52.2342994831773
1001701101_L8,-0.326879323461561,-46.9072677947467
1001701101_L12,-45.8601069280146,24.4554125554959
1001701101_L14,-25.780020417271,33.4301794152411
1001701101_L16,-29.2197460565745,31.000098264968
1001701101_L21,-14.4670502629327,-5.94406659233861
1001701101_L22,10.8557380431552,-34.0108146801485
1001701101_L23,8.2086800921109,-20.9638465397894
1001701101_M1,12.0656787951352,-29.0800839634866
1001701101_M2,5.56421966507409,-22.9247292600801
1001701101_M3,9.95807439677655,-43.4672258499714
1001701101_M4,-14.0640322145592,4.44129208842016
1001701101_M5,5.79009368807298,-57.5620653330749
1001701101_M6,24.1670481846579,-39.8673851351772
1001701101_M7,11.7089913475121,-28.0530794950142
1001701101_M11,-17.2263951986979,0.325880970171311
1001701101_M12,-9.46615739149013,16.3389894679609
1001701101_M14,-25.9297747527062,5.71593654648689
1001701101_M17,3.60749088190485,-53.5945407509217
1001701101_M18,-13.2002763353567,-7.73975332846852
1001701101_M20,-4.60787217875935,0.0963741162060917
1001701101_N1,15.3074976950153,-23.5941927471055
1001701101_N2,-0.0534081259539692,-22.7415762570792
1001701101_N4,14.608712455168,-23.8644583533529
1001701101_N6,23.3895434761737,-37.1191928977098
1001701101_N7,9.67685752245748,-41.5254931973672
1001701101_N10,-23.4741477337955,42.9777414069471
1001701101_N13,-23.4775597195858,42.9163202497002
1001701101_N16,-29.9805641149089,16.3329890707532
1001701101_N20,-17.6834500963567,19.8343932311544
1001701101_O1,7.01696274450725,-50.1457684072836
1001701101_O22,-9.71391408231247,-5.4957335434833
1001701101_P2,10.263691912819,-21.6870867853978
1001701101_P3,8.89232157778715,-45.6944436141767
1001701101_P4,12.7780384202588,-29.1400412435805
1001701101_P5,10.1406675548678,-27.2245829786658
1001701101_P6,-25.8767076218313,24.456901345847
1001701101_P7,-6.35106230542713,18.6935908908551
1001701101_P10,-16.0311887118217,36.3625323490559
1001701101_P16,-22.0175755698009,17.4326495994409
1001701101_P20,3.44813735103333,-12.2899605992502
1001701103_A1,-15.5588059371146,-25.3990729437998
1001701103_A2,-28.0207592147785,-2.10792942103913
1001701103_A3,-54.504148954676,-17.8365781263396
1001701103_A4,-37.9554416671359,-7.91364577638616
1001701103_A5,-24.5485335396186,-18.5286939227524
1001701103_A6,-55.3818579381642,6.26843358656139
1001701103_A7,-27.5644540624695,-11.0331177796687
1001701103_A8,-24.4851620147757,-18.8991406295603
1001701103_A9,-22.5740369321254,-8.57611173980144
1001701103_A10,-48.3645369676738,4.38040092223
1001701103_A11,-31.6697101369392,-18.3893119624588
1001701103_A12,10.133296687299,-5.36897348774435
1001701103_A15,3.53556487680396,25.2862510743211
1001701103_A18,7.37246374696717,0.277096766275104
1001701103_A19,6.71476400661533,21.2181087742938
1001701103_A20,-0.225717629474426,39.8413303102233
1001701103_A21,8.6287364246198,17.3116083504477
1001701103_A22,8.07363180846349,18.172542977234
1001701103_A23,2.41648927341895,16.9166398512524
1001701103_B1,-30.7876775419768,-24.0556391439077
1001701103_B2,-57.1646974987087,3.13849791611014
1001701103_B3,-20.5603748427731,-22.776403806467
1001701103_B4,-53.075809061242,-25.9012129625424
1001701103_B5,-27.1708026830508,-47.5640204065113
1001701103_B6,-47.1050323472228,1.87120386975379
1001701103_B7,-31.4182700633941,-7.1272453919005
1001701103_B8,-36.0698797564465,-12.6640635465138
1001701103_B9,-56.909757521118,-5.51511915922692
1001701103_B10,-59.2754608536271,-0.654115894598966
1001701103_B11,-33.5284420318731,-25.8718178131793
1001701103_B12,9.218596942477,21.8506032953526
1001701103_B13,11.0342865130702,-3.5751330696442
1001701103_B14,20.0606585647742,24.252202524775
1001701103_B15,0.0154422014091639,41.2190949726489
1001701103_B16,13.4364367310109,11.0204306824912
1001701103_B19,3.21575819316223,11.9189404052804
1001701103_B20,9.89819272067348,-0.654839729932264
1001701103_B21,6.90341736305146,18.798309068145
1001701103_B22,5.46169041346852,29.5192543687474
1001701103_C1,-45.2359086122182,5.70842348095744
1001701103_C2,8.58620152360044,-15.5329933240303
1001701103_C3,-34.1623908917537,-28.1081538416214
1001701103_C4,-15.8989760536358,-21.449408183621
1001701103_C5,-46.9399825005207,2.04384925193171
1001701103_C6,-43.0369457226128,-33.8523584314084
1001701103_C7,-53.8943039963737,-13.7191052692216
1001701103_C8,-61.5777481274513,-10.3576668280453
1001701103_C10,-29.0090492739286,-5.8731657648933
1001701103_C11,-42.1806255138169,-6.86483870219183
1001701103_C12,9.07668353177265,40.0775120056885
1001701103_C13,6.70787966456731,11.021354768882
1001701103_C14,8.30669647409525,4.92115848467686
1001701103_C15,47.0425324871222,-8.27803620401218
1001701103_C16,-0.917865857664392,7.85015753165204
1001701103_C18,13.6715092589478,42.4640110502058
1001701103_C19,13.6027591963062,42.18264178547
1001701103_C20,4.20423892964849,28.2651437665515
1001701103_C21,5.09558296886916,3.06692428621826
1001701103_C22,3.02962382287022,28.1770458878371
1001701103_C23,31.4078377367842,-3.55470061515355
1001701103_D1,-19.7584797245454,-14.4017459528029
1001701103_D2,-24.0029244079719,-4.93622429723998
1001701103_D3,-29.2928554572812,-16.3995889725431
1001701103_D4,-48.8389790089021,-6.04590308785066
1001701103_D5,-8.80491075351473,-29.419812116669
1001701103_D6,-46.5369957196212,-17.3554194435546
1001701103_D7,-14.7499842162125,-27.0564810709349
1001701103_D8,-46.3157131101039,2.73669066175547
1001701103_D9,-25.498006084167,-10.1223157795512
1001701103_D10,-27.0517643692576,-33.7581656728297
1001701103_D11,-31.8497360076918,-2.46348432156857
1001701103_D12,4.2157445268278,22.6000663787873
1001701103_D13,5.80458580664629,15.8458993961081
1001701103_D14,12.5425919225454,40.0638620872826
1001701103_D15,7.59527365213808,20.2250062103732
1001701103_D16,11.9425192272537,30.6836984784892
1001701103_D18,8.06189165447312,4.82463518329414
1001701103_D20,9.10669491243186,19.458839963265
1001701103_D21,10.3027370523857,-5.11688606447385
1001701103_E1,-39.4340425372486,-24.1023395024481
1001701103_E2,-38.3611348622467,-18.9933428790596
1001701103_E3,-34.6601298216363,-2.37771643286597
1001701103_E4,-20.6972298281384,-22.5312457289663
1001701103_E5,-46.5097894367489,-18.3792442680554
1001701103_E6,-43.2202131916125,-2.80265599569383
1001701103_E7,-23.4213449083098,-44.946078870535
1001701103_E8,-25.1073718312824,-3.92947201058653
1001701103_E9,-29.8002395322919,-33.5044550476667
1001701103_E10,-33.111116096552,-36.9797506459889
1001701103_E11,-34.3248232694688,-14.7803059165745
1001701103_E12,7.67291762965251,20.87000070489
1001701103_E16,3.64256800501604,10.7871354199995
1001701103_E18,2.15021690139867,33.9457338990476
1001701103_E20,8.09733915093464,18.2558366020174
1001701103_E22,12.2511739555637,40.3900830046401
1001701103_E23,19.1044427333016,-12.5465979539744
1001701103_F1,-47.6491642058253,-7.08737747816908
1001701103_F2,-24.5481563031595,-18.6993424938653
1001701103_F3,-63.3717397865785,-9.22469457317162
1001701103_F4,-43.2500780009145,-31.8874950725213
1001701103_F5,-43.6507019878202,-3.73894565504456
1001701103_F6,-33.4963965621259,-3.92349979596992
1001701103_F7,-45.5867050597543,-14.2959739559181
1001701103_F8,-33.0622425189994,-26.2738120473307
1001701103_F9,-42.4773070616154,-4.85740699981092
1001701103_F10,-44.1890042172661,-13.4746747025678
1001701103_F11,-26.4771565359004,-33.9848601095929
1001701103_F13,6.71809853820883,3.43571692015449
1001701103_F14,2.69124915663815,35.2341837977046
1001701103_F15,25.55490144622,-10.7075589207289
1001701103_F16,0.484597599820242,19.4008864726787
1001701103_F17,7.75039104368543,6.95162103673654
1001701103_F18,-1.10111538433147,40.6337482310536
1001701103_F19,11.6441411439621,8.40828703914415
1001701103_F20,6.2648459510768,3.83136351530043
1001701103_F22,4.74176839213465,20.5318169724657
1001701103_G1,-31.0035827506404,-4.03071712428243
1001701103_G2,-35.4503446602744,0.80000433305281
1001701103_G3,-43.1753826714015,-35.4092688959446
1001701103_G4,-34.7678360997632,-4.60209929133411
1001701103_G5,-45.9643958480077,-20.9378770489644
1001701103_G6,-51.5239148882163,0.766191224830638
1001701103_G7,-54.0422384156749,-16.9989689614131
1001701103_G9,-45.6825786391327,-3.34966861209304
1001701103_G10,-34.7401611263294,-8.40788606859887
1001701103_G11,-54.1951892403213,-2.5803223944469
1001701103_G13,15.1250571715834,43.4947636894116
1001701103_G14,-0.845237820355755,37.4157776656643
1001701103_G18,-0.611213958430119,36.6635640563779
1001701103_G19,5.12258203323675,7.39988912379027
1001701103_G20,28.0776260016411,-1.22505880236382
1001701103_G22,13.4886749061268,31.7974286716336
1001701103_G23,-0.782441481209978,8.79826037167674
1001701103_H1,-28.4535540271643,-27.9838961838368
1001701103_H2,-41.9097622724978,1.31474265724405
1001701103_H3,-42.6487673051408,-34.5683138468736
1001701103_H4,-22.864453606664,-7.74419461038336
1001701103_H5,-43.4648148360028,-6.17504367374501
1001701103_H6,-27.5731239184873,-10.4121200100982
1001701103_H7,-22.9006282637197,-12.0407908012052
1001701103_H8,-23.1658184213031,-38.1098728474499
1001701103_H9,-37.9184750154113,-12.0187482190952
1001701103_H10,-35.1276272381008,-33.9628390280031
1001701103_H11,-45.1395169012504,5.29450736026865
1001701103_H12,6.44096004827436,36.8500334976676
1001701103_H13,2.61878727918877,39.5381124891434
1001701103_H14,-0.150762196761334,12.014614548208
1001701103_H17,7.67470671003243,47.259213874047
1001701103_H18,6.12237929559162,21.4616720230211
1001701103_H19,5.56713077083862,0.657429321369324
1001701103_H23,1.18030265292283,16.9404099679051
1001701103_I1,-31.7195378479365,-2.37369201993052
1001701103_I2,-22.9385273625651,-17.9151376838479
1001701103_I3,-34.1118815674306,-33.3828585798091
1001701103_I4,-41.1913556776631,-18.7699133406328
1001701103_I5,-45.1818146100278,-14.5308024743327
1001701103_I6,-42.6231219590284,-21.0771115527039
1001701103_I7,-20.8053244034752,-14.4654234097694
1001701103_I8,-30.8149167458216,-35.889286808378
1001701103_I9,-40.3029046808784,-12.560230935841
1001701103_I10,-26.0832988778058,-10.9132714539125
1001701103_I11,-43.143176898725,-22.7320892496749
1001701103_I12,4.18004206527565,10.0593630415137
1001701103_I14,1.73448080782147,9.53624289718088
1001701103_I15,35.1965258039162,-16.333537239063
1001701103_I16,3.91680444777261,39.7638102643305
1001701103_I17,7.76373885911996,6.8191528860272
1001701103_I18,-0.262270852745648,19.2021986711815
1001701103_I21,7.53643820357167,20.5638253251828
1001701103_J1,-41.5060295196734,-7.66033065014598
1001701103_J2,-27.2146755609815,-33.8764519456983
1001701103_J3,-52.5594680241417,-15.3510270877536
1001701103_J4,-41.1155520404209,-9.07679016620868
1001701103_J5,-46.4002277089277,-21.2308501806081
1001701103_J6,-40.0842546128666,-6.36165780005648
1001701103_J7,-35.4030428297477,-20.1879742643061
1001701103_J8,-23.5435875102648,-23.2735428381863
1001701103_J9,-23.8549751051641,-24.8549160956853
1001701103_J10,-33.6659413929453,-46.6674927290655
1001701103_J11,-38.6443096803817,-14.8950972742907
1001701103_J12,7.79591466395557,20.8569048605765
1001701103_J13,4.50876492353655,2.92711892547521
1001701103_J15,25.4828332103451,-11.549910734267
1001701103_J17,14.9987718810512,3.06036539487702
1001701103_J20,7.51362773679793,3.55118520279624
1001701103_J21,9.10451264431083,11.5029999928681
1001701103_J23,19.4857653978857,2.57111201659717
1001701103_K1,-35.236889857795,-18.9093107493132
1001701103_K2,-36.0823383221919,-12.8561595823544
1001701103_K3,-23.6788651080601,-19.4076473666817
1001701103_K4,-23.5480198417575,-19.8858232154932
1001701103_K5,-30.0580349252721,-19.0627902522848
1001701103_K7,-41.8813615177155,1.43467344373545
1001701103_K8,-47.5429151811884,0.974823671627122
1001701103_K9,-37.151666232842,-31.5880407869045
1001701103_K10,-29.5289852148085,-25.0663321284302
1001701103_K12,2.99381878666183,38.6467241602215
1001701103_K13,10.8263322099467,6.27364998503687
1001701103_K16,10.6927255732346,46.53822581334
1001701103_K17,16.9806045374958,-1.02653125699633
1001701103_K19,4.49553607269241,2.8080413747147
1001701103_K20,-0.657256269365824,13.4641784234924
1001701103_K21,24.4006931974042,-12.362817838475
1001701103_K22,17.6940511027178,-14.2206104864494
1001701103_K23,35.0190971010912,-37.7113284072523
1001701103_L1,-29.1341342896472,-23.8859889654914
1001701103_L2,-34.1042212524775,-20.9519578652644
1001701103_L3,-50.3343862778254,-20.8318682400853
1001701103_L4,-23.8404957268839,-43.4858707107925
1001701103_L5,-23.2020864686986,-28.8472576682173
1001701103_L6,-35.161962033856,-37.0316296122736
1001701103_L7,-52.7237688834021,-15.1859228149649
1001701103_L8,-37.9637962621407,-7.71897017096858
1001701103_L9,-31.1802324335925,-23.7140136926681
1001701103_L10,-23.2319009771909,-7.92494314352476
1001701103_L11,-37.7489611503863,-11.9699223160423
1001701103_L12,2.59753880600251,10.8432798619215
1001701103_L14,1.41606549855157,9.60250268139585
1001701103_L16,17.4875283430822,-14.1636774850679
1001701103_L18,24.2353402275147,-3.71032120551037
1001701103_L21,6.63024235572635,0.238289680725101
1001701103_L23,7.64829711098599,6.50969308234963
1001701103_M1,-22.8441818794505,-17.8820764358222
1001701103_M2,-46.2129572804003,-2.96858189030835
1001701103_M3,-27.3654580707741,-4.17144440111311
1001701103_M4,-55.7519079581759,3.48017996637354
1001701103_M5,-15.6674240994048,-25.4222153466356
1001701103_M6,-38.6818423460855,-1.49056156202952
1001701103_M7,-54.820893562869,-0.769448046759063
1001701103_M8,-8.61137263818244,-29.5526185196513
1001701103_M9,-48.9204033369074,-2.33850349580685
1001701103_M10,-52.4008695088128,-14.9260115640904
1001701103_M11,-60.3526277496191,-6.11454592249999
1001701103_M12,4.70382820403537,25.9291498772096
1001701103_M13,6.68727630327924,8.74561660788061
1001701103_M17,6.95353297281983,-1.98719025217427
1001701103_M20,13.5028098793713,24.1299417468853
1001701103_M23,10.8941293853127,6.28650170942301
1001701103_N1,-51.8694981055823,-2.93091286045742
1001701103_N2,-24.6003113824505,-43.1300296793149
1001701103_N3,-34.2783888707597,-32.5181287447255
1001701103_N4,-20.1136749811111,-25.8589680149376
1001701103_N5,-27.2535084017162,-11.1906903317641
1001701103_N6,-30.0689260038367,-24.7108507090473
1001701103_N7,-28.4703829711424,-25.7342405457771
1001701103_N8,-45.2133991767233,-14.4875267915739
1001701103_N9,-47.918428031153,-0.380791998408706
1001701103_N10,-37.3527131306951,-4.32600132025777
1001701103_N14,8.33382812542566,9.70129930188768
1001701103_N16,2.95113192887573,0.0897404780440317
1001701103_N18,7.48654765638161,41.5720445086907
1001701103_N20,3.5345928383465,20.4426845776622
1001701103_N22,-5.78614430959103,-16.8636340115993
1001701103_O1,-25.190523501679,-3.84666701121209
1001701103_O2,-26.9841303312098,-4.08973882274227
1001701103_O3,-59.4979671003137,-5.34176459147715
1001701103_O4,-41.401535296265,-30.2067103376771
1001701103_O5,-45.4824301080041,-9.38163279674764
1001701103_O6,-22.3797498849429,-8.86298018974114
1001701103_O7,-35.802259178877,-11.4279116193505
1001701103_O8,-34.1435480280594,-19.287615217476
1001701103_O9,-29.2497956839542,-10.5443909321361
1001701103_O10,-54.2556389856896,1.17738656953476
1001701103_O11,-27.2806053416407,-10.5973516351656
1001701103_O14,7.77294277330996,25.5714430701416
1001701103_O15,5.00870756443812,21.8581485118731
1001701103_O17,1.00724425457956,-3.47837303913103
1001701103_O18,-0.706503947140401,36.9127699568437
1001701103_O20,6.09060908559464,-2.97802399140438
1001701103_O23,4.05798241546403,21.3386246329457
1001701103_P1,-24.9512339738505,-22.4318410316351
1001701103_P2,-23.9541754213065,-14.8415775824969
1001701103_P4,-35.4976708755016,-19.6621981763754
1001701103_P5,-23.2307405898432,-15.1183105471835
1001701103_P6,-44.3533614954555,-26.7541819450274
1001701103_P7,-52.4259330956089,-3.0177972776102
1001701103_P8,-52.2266878289965,-0.695240170507983
1001701103_P9,-27.8496664225074,-2.86950564083167
1001701103_P10,-55.4416274057418,2.99581779946976
1001701103_P14,7.07478377360398,10.8847559091232
1001701103_P17,9.12912754610539,10.7726807654227
1001701103_P20,20.3751292423968,-22.4832176665744
1001701105_B21,7.82692259236081,18.2845876986714
1001701105_C1,-58.7789885164913,-3.37175887836533
1001701105_C2,-0.25916692623553,-38.8337262729753
1001701105_C5,14.0840377383154,-50.8747381490531
1001701105_C12,13.6068883978236,42.2494345750902
1001701105_C13,-0.00616078902136656,12.2337621972178
1001701105_C14,5.81613944187032,21.5226752091033
1001701105_C15,-1.43186019955681,14.7435717061316
1001701105_C16,11.7169588988472,18.4547562862579
1001701105_C18,2.57549260274642,39.3623566435097
1001701105_C19,-1.07996271103485,7.79330175555323
1001701105_C20,3.90188000507847,10.0184119136148
1001701105_C21,12.9224419910989,11.5722269015449
1001701105_C23,-0.18498396920541,5.57173525641081
1001701105_D2,-5.39695392116992,34.4867545619339
1001701105_D3,23.3994992916261,-37.4354936323009
1001701105_D5,-23.3924971036261,-45.2852338392875
1001701105_D6,-15.5395313728033,-13.0053442556675
1001701105_D8,0.667592859038057,-25.2978538513082
1001701105_D9,-4.43504620673791,-29.6404851518614
1001701105_D12,28.2076597248719,-1.15650457574227
1001701105_D13,25.7681484500924,24.4927490050242
1001701105_D14,9.20854500284833,29.8391770117755
1001701105_D15,1.7217402130941,9.21913013244632
1001701105_D16,-0.168196197393782,41.5607123208183
1001701105_D17,10.2069575248763,32.5022179912328
1001701105_D18,1.69229115898621,15.3307583170182
1001701105_D19,4.03482312810761,10.0290152989677
1001701105_D20,8.79166926758394,10.6066557609962
1001701105_D21,1.2936783507897,17.5194176863107
1001701105_D22,6.62103261821849,-2.68104001751084
1001701105_D23,4.76462533891767,21.4855270122796
1001701105_E1,9.19363447660332,-35.4866720549038
1001701105_E3,-41.0837865457905,-9.1539975034694
1001701105_E4,10.1589305141354,-13.4231989781397
1001701105_E5,-31.1213112960653,17.9962621248931
1001701105_E6,13.8745772174296,-39.1679920067339
1001701105_E7,11.9946305013318,-34.2230363290171
1001701105_E9,6.46706345605601,-50.6253904738059
1001701105_E11,-29.0046631728917,-10.6683428046352
1001701105_E12,5.47026955587398,-2.17714020664857
1001701105_E14,13.629317676614,2.67812529759989
1001701105_E15,9.00923104714339,28.8196312343006
1001701105_E16,9.61648333642341,18.963751672975
1001701105_E17,13.1936232521654,39.567188432263
1001701105_E18,7.09337096089692,36.0478409361534
